Timestamp,Car Selection,Tesla,Version,Year,Origin,Wheels,Delivered,Battery,CapacityNetNew,"Form
Factor",Chemistry,Date,Age,Odometer,RatedRange,CapacityNetNow,Cycles,Degradation,DegradationPerMonth,DegradationPerCycle,Daily SOC Limit,DC Ratio,Battery Pack,Part Number,Energy Monitor,CC Check,WarrantyTime,WarrantyMileage,WarrantyDegradation,Result vs fleet data,DegradationPerKm,0.52,0.48,SUM
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,25.01.2023,20 Months,28500 km,487 km,"77,2 kWh",98,"5,9%",,,,,,,,,0.21,0.15,0.2,"-0,6% compared to average",,"3,23%","2,07%","5,30%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,03.05.2023,24 Months,32200 km,468 km,"74,2 kWh",113,"9,5%",,"0,08%",,,,,,,0.25,0.17,0.32,"-3,5% compared to average","0,0003%","3,74%","2,34%","6,08%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,16.06.2023,25 Months,65000 km,484 km,"76,7 kWh",225,"6,4%","0,26%","0,03%",,,,,,,0.26,0.34,0.21,"2,2% compared to average","0,0001%","3,97%","4,72%","8,69%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,01.07.2021,2 Months,2000 km,505 km,"80,0 kWh",7,"2,4%",,,,,,,,,0.02,0.01,0.08,"-2,0% compared to average",,"0,25%","0,15%","0,40%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,13.01.2023,20 Months,50000 km,488 km,"77,3 kWh",172,"5,7%",,"0,03%",,,,,,,0.21,0.26,0.19,"1,1% compared to average","0,0001%","3,17%","3,63%","6,80%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,27.04.2023,23 Months,54008 km,471 km,"74,7 kWh",189,"9,0%",,"0,05%",,,,,,,0.24,0.28,0.3,"-1,3% compared to average","0,0002%","3,71%","3,92%","7,64%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.04.2023,23 Months,35000 km,475 km,"75,3 kWh",122,"8,2%",,"0,07%",,,,,,,0.24,0.18,0.27,"-1,9% compared to average","0,0002%","3,71%","2,54%","6,25%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,27.04.2023,23 Months,22307 km,488 km,"77,3 kWh",77,"5,7%",,,,,,,,,0.24,0.12,0.19,"-0,3% compared to average",,"3,71%","1,62%","5,33%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,12.12.2021,7 Months,6000 km,462 km,"73,2 kWh",21,"10,7%",,,,,,,,,0.07,0.03,0.36,"-9,2% compared to average",,"1,10%","0,44%","1,54%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,06.08.2021,3 Months,5000 km,509 km,"80,7 kWh",17,"1,6%",,,,,,,,,0.03,0.03,0.05,"-0,8% compared to average",,"0,44%","0,36%","0,80%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,11.10.2021,5 Months,12000 km,498 km,"78,9 kWh",41,"3,7%",,,,,,,,,0.05,0.06,0.12,"-2,1% compared to average",,"0,78%","0,87%","1,65%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,12.11.2021,6 Months,14200 km,495 km,"78,5 kWh",49,"4,3%",,,,,,,,,0.06,0.07,0.14,"-2,3% compared to average",,"0,95%","1,03%","1,98%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,27.04.2023,23 Months,34500 km,478 km,"75,8 kWh",120,"7,6%",,"0,06%",,,,,,,0.24,0.18,0.25,"-1,4% compared to average","0,0002%","3,71%","2,51%","6,22%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.04.2023,23 Months,23380 km,459 km,"72,8 kWh",83,"11,3%",,,,,,,,,0.24,0.12,0.38,"-5,9% compared to average",,"3,71%","1,70%","5,41%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.04.2023,23 Months,12366 km,471 km,"74,7 kWh",43,"9,0%",,,,,,,,,0.24,0.06,0.3,"-4,4% compared to average",,"3,71%","0,90%","4,61%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.04.2023,23 Months,19493 km,482 km,"76,4 kWh",68,"6,8%",,,,,,,,,0.24,0.1,0.23,"-1,7% compared to average",,"3,71%","1,42%","5,12%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.04.2023,23 Months,44000 km,478 km,"75,8 kWh",153,"7,6%",,"0,05%",,,,,,,0.24,0.23,0.25,"-0,7% compared to average","0,0002%","3,71%","3,20%","6,90%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.04.2023,23 Months,39500 km,467 km,"74,0 kWh",139,"9,7%",,"0,07%",,,,,,,0.24,0.21,0.32,"-3,2% compared to average","0,0002%","3,71%","2,87%","6,58%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.04.2023,23 Months,35000 km,476 km,"75,4 kWh",122,"8,0%",,"0,07%",,,,,,,0.24,0.18,0.27,"-1,7% compared to average","0,0002%","3,71%","2,54%","6,25%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,27.04.2023,23 Months,24008 km,468 km,"74,2 kWh",84,"9,5%",,,,,,,,,0.24,0.13,0.32,"-4,1% compared to average",,"3,71%","1,74%","5,46%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,27.04.2023,23 Months,49736 km,495 km,"78,5 kWh",170,"4,3%",,"0,03%",,,,,,,0.24,0.26,0.14,"3,0% compared to average","0,0001%","3,71%","3,61%","7,32%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,02.05.2023,24 Months,24041 km,497 km,"78,8 kWh",82,"3,9%",,,,,,,,,0.25,0.13,0.13,"1,6% compared to average",,"3,74%","1,75%","5,48%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,23.06.2023,25 Months,19450 km,471 km,"74,7 kWh",68,"9,0%","0,35%",,,,,,,,0.26,0.1,0.3,"-3,5% compared to average",,"4,01%","1,41%","5,42%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,10.07.2023,26 Months,40000 km,457 km,"72,4 kWh",142,"11,7%","0,45%","0,08%",,,,,,,0.27,0.21,0.39,"-4,7% compared to average","0,0003%","4,10%","2,91%","7,00%"
11.08.2023 21:12:55,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",15.02.2022,Panasonic 3L,"82,0 kWh",2170,NCA,26.05.2023,15 Months,32568 km,446 km,"70,7 kWh",117,"13,8%",,"0,12%",,,,,,,0.16,0.17,0.46,"-9,0% compared to average","0,0004%","2,43%","2,37%","4,79%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,10.07.2023,26 Months,24000 km,560 km,"76,7 kWh",73,"6,4%","0,25%",,,,,,,,0.27,0.13,0.21,"-0,6% compared to average",,"4,10%","1,74%","5,84%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,06.05.2023,24 Months,22150 km,575 km,"78,8 kWh",67,"3,9%",,,,,,,,,0.25,0.12,0.13,"1,4% compared to average",,"3,76%","1,61%","5,37%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,28.04.2023,23 Months,47812 km,560 km,"76,7 kWh",146,"6,4%",,"0,04%",,,,,,,0.24,0.25,0.21,"0,8% compared to average","0,0001%","3,72%","3,47%","7,19%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.02.2022,Panasonic 3L,"82,0 kWh",2170,NCA,23.05.2023,15 Months,36811 km,534 km,"73,2 kWh",115,"10,8%",,"0,09%",,,,,,,0.16,0.19,0.36,"-5,7% compared to average","0,0003%","2,41%","2,67%","5,08%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,03.05.2023,24 Months,42955 km,530 km,"72,6 kWh",134,"11,5%",,"0,09%",,,,,,,0.25,0.22,0.38,"-4,6% compared to average","0,0003%","3,74%","3,12%","6,86%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,25.05.2023,24 Months,45789 km,547 km,"74,9 kWh",141,"8,6%","0,35%","0,06%",,,,,,,0.25,0.24,0.29,"-1,4% compared to average","0,0002%","3,86%","3,33%","7,18%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,30.07.2023,27 Months,53235 km,550 km,"75,4 kWh",164,"8,1%","0,31%","0,05%",,,,,,,0.28,0.28,0.27,"0,0% compared to average","0,0002%","4,20%","3,87%","8,07%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,28.04.2023,23 Months,22922 km,571 km,"78,2 kWh",69,"4,6%",,,,,,,,,0.24,0.12,0.15,"0,8% compared to average",,"3,72%","1,66%","5,38%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,02.05.2023,24 Months,39900 km,565 km,"77,4 kWh",121,"5,6%",,"0,05%",,,,,,,0.25,0.21,0.19,"1,0% compared to average","0,0001%","3,74%","2,90%","6,64%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,09.05.2023,24 Months,19000 km,550 km,"75,4 kWh",58,"8,1%",,,,,,,,,0.25,0.1,0.27,"-3,0% compared to average",,"3,77%","1,38%","5,15%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,09.05.2023,24 Months,39900 km,563 km,"77,1 kWh",121,"5,9%",,"0,05%",,,,,,,0.25,0.21,0.2,"0,7% compared to average","0,0001%","3,77%","2,90%","6,67%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,02.06.2023,25 Months,23000 km,555 km,"76,0 kWh",70,"7,3%","0,30%",,,,,,,,0.26,0.12,0.24,"-1,7% compared to average",,"3,90%","1,67%","5,57%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,04.06.2023,25 Months,22000 km,576 km,"78,9 kWh",66,"3,8%","0,15%",,,,,,,,0.26,0.11,0.13,"1,7% compared to average",,"3,91%","1,60%","5,51%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,10.06.2023,25 Months,51862 km,534 km,"73,2 kWh",162,"10,8%","0,43%","0,07%",,,,,,,0.26,0.27,0.36,"-3,1% compared to average","0,0002%","3,94%","3,77%","7,71%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",15.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,14.06.2023,25 Months,47717 km,517 km,"70,8 kWh",151,"13,6%","0,54%","0,09%",,,,,,,0.26,0.25,0.45,"-6,2% compared to average","0,0003%","3,96%","3,47%","7,43%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,12.12.2021,0 Months,677 km,439 km,"60,6 kWh",2,"0,0%",,,1,0.25,Original,,,,0,0,0,"0,1% compared to average",,"0,01%","0,04%","0,05%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,08.01.2022,1 Months,2550 km,439 km,"60,6 kWh",9,"0,0%",,,1,0.25,Original,,,,0.01,0.02,0,"0,3% compared to average",,"0,14%","0,17%","0,30%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,08.02.2022,2 Months,4518 km,437 km,"60,3 kWh",17,"2,3%",,,1,0.25,Original,,,,0.02,0.03,0.08,"-1,7% compared to average",,"0,28%","0,30%","0,58%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,08.03.2022,3 Months,5427 km,436 km,"60,2 kWh",20,"2,5%",,,1,0.25,Original,,,,0.03,0.03,0.08,"-1,7% compared to average",,"0,42%","0,35%","0,77%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,02.04.2022,4 Months,7362 km,434 km,"59,9 kWh",27,"2,9%",,,1,0.25,Original,,,,0.04,0.05,0.1,"-1,9% compared to average",,"0,54%","0,48%","1,02%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,05.05.2022,5 Months,10283 km,433 km,"59,8 kWh",38,"3,2%",,,1,0.25,Original,,,,0.05,0.06,0.11,"-1,8% compared to average",,"0,69%","0,67%","1,37%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,16.07.2022,7 Months,15159 km,430 km,"59,3 kWh",56,"3,8%",,,1,0.25,Original,,,,0.07,0.09,0.13,"-1,8% compared to average",,"1,04%","0,99%","2,03%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,08.08.2022,8 Months,16523 km,429 km,"59,2 kWh",61,"4,0%",,,1,0.25,Original,,,,0.08,0.1,0.13,"-1,8% compared to average",,"1,14%","1,08%","2,22%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,02.11.2022,11 Months,22302 km,428 km,"59,1 kWh",82,"4,3%",,,1,0.25,Original,,,,0.11,0.14,0.14,"-1,3% compared to average",,"1,55%","1,46%","3,01%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,02.12.2022,12 Months,25516 km,426 km,"58,8 kWh",94,"4,7%",,,1,0.25,Original,,,,0.12,0.16,0.16,"-1,4% compared to average",,"1,70%","1,67%","3,36%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,05.01.2023,13 Months,28163 km,425 km,"58,7 kWh",104,"4,9%",,,1,0.25,Original,,,,0.13,0.18,0.16,"-1,2% compared to average",,"1,86%","1,84%","3,70%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,01.03.2023,15 Months,33389 km,424 km,"58,5 kWh",124,"5,2%",,"0,04%",1,0.25,Original,,,,0.15,0.21,0.17,"-0,9% compared to average","0,0002%","2,12%","2,18%","4,30%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,05.04.2023,16 Months,37479 km,423 km,"58,4 kWh",139,"5,4%",,"0,04%",1,0.25,Original,,,,0.16,0.23,0.18,"-0,7% compared to average","0,0001%","2,28%","2,45%","4,73%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,05.05.2023,17 Months,41648 km,422 km,"58,2 kWh",155,"5,6%",,"0,04%",1,0.25,Original,,,,0.17,0.26,0.19,"-0,5% compared to average","0,0001%","2,43%","2,72%","5,15%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,05.06.2023,18 Months,43795 km,421 km,"58,1 kWh",163,"5,8%",,"0,04%",1,0.25,Original,,,,0.19,0.27,0.19,"-0,4% compared to average","0,0001%","2,57%","2,86%","5,44%"
11.08.2023 21:12:55,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,04.07.2023,19 Months,45206 km,420 km,"58,0 kWh",169,"6,1%",,"0,04%",1,0.25,Original,,,,0.2,0.28,0.2,"-0,4% compared to average","0,0001%","2,71%","2,96%","5,67%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,27.06.2022,6 Months,24681 km,574 km,"78,6 kWh",76,"1,1%",,,0.8,0.25,Original,,,,0.07,0.13,0.04,"1,0% compared to average",,"0,83%","1,27%","2,10%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,26.07.2022,7 Months,28281 km,571 km,"78,2 kWh",87,"1,6%",,,0.8,0.25,Original,,,,0.08,0.15,0.05,"0,8% compared to average",,"0,96%","1,45%","2,41%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,05.09.2022,9 Months,29551 km,567 km,"77,7 kWh",91,"2,3%",,,0.8,0.25,Original,,,,0.09,0.15,0.08,"0,4% compared to average",,"1,13%","1,52%","2,65%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,17.01.2023,13 Months,48955 km,565 km,"77,4 kWh",151,"2,6%",,"0,02%",0.8,0.25,Original,,,,0.14,0.25,0.09,"1,6% compared to average","0,0001%","1,71%","2,51%","4,22%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,09.02.2023,14 Months,52325 km,564 km,"77,3 kWh",161,"2,8%",,"0,02%",0.8,0.25,Original,,,,0.14,0.27,0.09,"1,7% compared to average","0,0001%","1,81%","2,68%","4,49%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,13.04.2023,16 Months,60501 km,554 km,"75,9 kWh",188,"4,5%",,"0,02%",0.8,0.25,Original,,,,0.17,0.32,0.15,"0,7% compared to average","0,0001%","2,08%","3,10%","5,18%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,01.05.2023,16 Months,62737 km,550 km,"75,4 kWh",196,"5,2%",,"0,03%",0.8,0.25,Original,,,,0.17,0.33,0.17,"0,2% compared to average","0,0001%","2,16%","3,22%","5,37%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,15.05.2023,17 Months,65021 km,552 km,"75,6 kWh",203,"4,9%",,"0,02%",0.8,0.25,Original,,,,0.18,0.34,0.16,"0,7% compared to average","0,0001%","2,22%","3,34%","5,55%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,01.06.2023,17 Months,67655 km,551 km,"75,5 kWh",211,"5,0%",,"0,02%",0.8,0.25,Original,,,,0.18,0.35,0.17,"0,7% compared to average","0,0001%","2,29%","3,47%","5,76%"
11.08.2023 21:12:55,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",17.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,24.06.2023,18 Months,71832 km,550 km,"75,4 kWh",224,"5,2%",,"0,02%",0.8,0.25,Original,,,,0.19,0.37,0.17,"0,9% compared to average","0,0001%","2,39%","3,68%","6,07%"
11.08.2023 23:39:15,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",18.05.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,01.08.2023,2 Months,6700 km,418 km,"59,6 kWh",25,"0,0%",,,,,,,,,0.03,0.04,0,,,#N/A,"0,45%",
11.08.2023 23:55:25,Long Range 2019 / AWD / WLTP 560km / E3D,Model 3,Long Range,2019,USA,"19""",05.04.2019,Panasonic 3,"78,5 kWh",2170,NCA,10.08.2023,52 Months,101419 km,465 km,"70,9 kWh",340,"9,7%","0,19%","0,03%",,,,,,,0.54,0.53,0.32,"0,9% compared to average","0,0001%","5,70%","4,87%","10,56%"
12.08.2023 01:58:12,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",30.06.2021,Panasonic 3L,"82,0 kWh",2170,NCA,10.08.2023,25 Months,42000 km,463 km,"73,4 kWh",148,"10,5%","0,41%","0,07%",,,,,,,0.26,0.22,0.35,"-3,4% compared to average","0,0003%","4,02%","3,05%","7,07%"
12.08.2023 06:23:18,Performance 2019 / AWD / WLTP 530km / E3D,Model 3,Performance,2019,USA,"20""",01.11.2019,Panasonic 3,"78,5 kWh",2170,NCA,12.08.2023,45 Months,52700 km,450 km,"68,6 kWh",196,"12,6%","0,28%","0,06%",0.9,0,Original,,,,0.47,0.27,0.42,"-5,1% compared to average","0,0002%","4,95%","2,53%","7,48%"
12.08.2023 09:09:34,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",19.06.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,12.08.2023,26 Months,55000 km,404 km,"51,7 kWh",236,"6,3%","0,25%","0,03%",1,0.25,Original,,,,0.27,0.34,0.21,"0,2% compared to average","0,0001%","3,27%","3,24%","6,51%"
12.08.2023 09:27:55,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",24.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,10.08.2023,2 Months,2957 km,413 km,"58,9 kWh",11,"1,9%",,,,,,,,,0.02,0.02,0.06,,,#N/A,#N/A,
12.08.2023 11:59:59,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"20""",12.03.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,13.09.2022,6 Months,6645 km,432 km,"59,6 kWh",24,"3,4%",,,1,0.25,Original,,,,0.06,0.04,0.11,"-2,0% compared to average",,"0,88%","0,43%","1,32%"
12.08.2023 12:00:04,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"20""",12.03.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,17.10.2022,7 Months,7427 km,431 km,"59,5 kWh",27,"3,5%",,,1,0.25,Original,,,,0.08,0.05,0.12,"-2,0% compared to average",,"1,04%","0,49%","1,53%"
